,Source.Name,trade_symbol,trade_interval,strategy,takeprofit,stoploss,entry_price,UTC_entry time,entry_time,close_price,close_time,win,win_percentage
435317,WAVESUSDT_15m_orders.xlsx,WAVESUSDT,15m,bearish_divergence_below_ema21,2,1.6,7.3744,04/12/2020 02:00,1607047199999,7.5602,1607057999999,0,-1.6
282531,MATICUSDT_15m_orders.xlsx,MATICUSDT,15m,bearish_divergence_below_ema21,2,2.74,0.02056,04/12/2020 02:45,1607049899999,0.02013,1607055299999,1,2.0
213362,HNTUSDT_15m_orders.xlsx,HNTUSDT,15m,bearish_divergence_below_ema21,2,2.06,1.5376,04/12/2020 08:00,1607068799999,1.4947,1607077799999,1,2.0
338108,RENUSDT_15m_orders.xlsx,RENUSDT,15m,bearish_divergence_below_ema21,2,3.31,0.36111,04/12/2020 08:00,1607068799999,0.35084,1607076899999,1,2.0
16537,ALGOUSDT_15m_orders.xlsx,ALGOUSDT,15m,bearish_divergence_below_ema21,2,2.97,0.3632,04/12/2020 10:15,1607076899999,0.3494,1607077799999,1,2.0
402942,THETAUSDT_15m_orders.xlsx,THETAUSDT,15m,bearish_divergence_below_ema21,2,4.07,0.6791,04/12/2020 10:15,1607076899999,0.6512,1607077799999,1,2.0
448285,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bearish_divergence_below_ema21,2,2.29,132.48,04/12/2020 10:15,1607076899999,129.25,1607077799999,1,2.0
213365,HNTUSDT_15m_orders.xlsx,HNTUSDT,15m,bearish_divergence_below_ema21,2,2.3,1.5699,04/12/2020 22:00,1607119199999,1.526,1607121899999,1,2.0
394220,SUSHIUSDT_15m_orders.xlsx,SUSHIUSDT,15m,bearish_divergence_below_ema21,2,3.97,2.0935,05/12/2020 11:15,1607166899999,2.198,1607178599999,0,-3.97
472174,ZENUSDT_15m_orders.xlsx,ZENUSDT,15m,bearish_divergence_below_ema21,2,3.14,12.557,05/12/2020 11:30,1607167799999,12.988,1607182199999,0,-3.14
377999,SOLUSDT_15m_orders.xlsx,SOLUSDT,15m,bearish_divergence_below_ema21,2,1.42,1.935,05/12/2020 19:00,1607194799999,1.9649,1607197499999,0,-1.42
472176,ZENUSDT_15m_orders.xlsx,ZENUSDT,15m,bearish_divergence_below_ema21,2,2.27,12.693,05/12/2020 16:30,1607185799999,12.397,1607204699999,1,2.0
282536,MATICUSDT_15m_orders.xlsx,MATICUSDT,15m,bearish_divergence_below_ema21,2,1.08,0.01929,05/12/2020 16:15,1607184899999,0.01958,1607207399999,0,-1.08
7657,AAVEUSDT_15m_orders.xlsx,AAVEUSDT,15m,bearish_divergence_below_ema21,2,2.49,89.71,05/12/2020 17:45,1607190299999,92.9,1607212799999,0,-2.49
394222,SUSHIUSDT_15m_orders.xlsx,SUSHIUSDT,15m,bearish_divergence_below_ema21,2,3.74,2.2042,05/12/2020 19:15,1607195699999,2.302,1607211899999,0,-3.74
16540,ALGOUSDT_15m_orders.xlsx,ALGOUSDT,15m,bearish_divergence_below_ema21,2,1.99,0.3445,05/12/2020 17:45,1607190299999,0.3348,1607225399999,1,2.0
476205,ZILUSDT_15m_orders.xlsx,ZILUSDT,15m,bearish_divergence_below_ema21,2,2.92,0.03353,05/12/2020 21:00,1607201999999,0.03556,1607215499999,0,-2.92
378001,SOLUSDT_15m_orders.xlsx,SOLUSDT,15m,bearish_divergence_below_ema21,2,1.21,1.9495,05/12/2020 22:00,1607205599999,1.9816,1607212799999,0,-1.21
378001,SOLUSDT_15m_orders.xlsx,SOLUSDT,15m,bearish_divergence_below_ema21,2,1.21,1.9495,05/12/2020 22:00,1607205599999,1.9816,1607212799999,0,-1.21
476205,ZILUSDT_15m_orders.xlsx,ZILUSDT,15m,bearish_divergence_below_ema21,2,2.92,0.03353,05/12/2020 21:00,1607201999999,0.03556,1607215499999,0,-2.92
378001,SOLUSDT_15m_orders.xlsx,SOLUSDT,15m,bearish_divergence_below_ema21,2,1.21,1.9495,05/12/2020 22:00,1607205599999,1.9816,1607212799999,0,-1.21
435321,WAVESUSDT_15m_orders.xlsx,WAVESUSDT,15m,bearish_divergence_below_ema21,2,1.73,8.4501,06/12/2020 21:30,1607290199999,8.1427,1607306399999,1,2.0
258517,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_below_ema21,2,1.71,13.342,07/12/2020 01:30,1607304599999,13.05,1607342399999,1,2.0
338111,RENUSDT_15m_orders.xlsx,RENUSDT,15m,bearish_divergence_below_ema21,2,2.05,0.33596,07/12/2020 01:30,1607304599999,0.34571,1607345999999,0,-2.05
313031,OMGUSDT_15m_orders.xlsx,OMGUSDT,15m,bearish_divergence_below_ema21,2,1.43,3.6915,07/12/2020 04:00,1607313599999,3.6022,1607336099999,1,2.0
413222,TRBUSDT_15m_orders.xlsx,TRBUSDT,15m,bearish_divergence_below_ema21,2,1.32,26.149,07/12/2020 08:15,1607328899999,25.607,1607335199999,1,2.0
342527,RLCUSDT_15m_orders.xlsx,RLCUSDT,15m,bearish_divergence_below_ema21,2,1.09,0.9726,07/12/2020 09:30,1607333399999,0.9932,1607345099999,0,-1.09
286534,MKRUSDT_15m_orders.xlsx,MKRUSDT,15m,bearish_divergence_below_ema21,2,1.11,525.38,07/12/2020 01:15,1607303699999,514.08,1607354099999,1,2.0
123005,CRVUSDT_15m_orders.xlsx,CRVUSDT,15m,bearish_divergence_below_ema21,2,2.82,0.724,07/12/2020 14:15,1607350499999,0.696,1607365799999,1,2.0
448290,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bearish_divergence_below_ema21,2,2.08,141.01,07/12/2020 14:15,1607350499999,138.18,1607364899999,1,2.0
16543,ALGOUSDT_15m_orders.xlsx,ALGOUSDT,15m,bearish_divergence_below_ema21,2,2.41,0.3359,07/12/2020 17:45,1607363099999,0.3237,1607365799999,1,2.0
353182,RUNEUSDT_15m_orders.xlsx,RUNEUSDT,15m,bearish_divergence_below_ema21,2,2.69,0.991,07/12/2020 17:45,1607363099999,0.9574,1607365799999,1,2.0
398514,SXPUSDT_15m_orders.xlsx,SXPUSDT,15m,bearish_divergence_below_ema21,2,1.71,0.9139,07/12/2020 17:45,1607363099999,0.8923,1607365799999,1,2.0
7660,AAVEUSDT_15m_orders.xlsx,AAVEUSDT,15m,bearish_divergence_below_ema21,2,2.82,92.926,07/12/2020 18:00,1607363999999,90.0,1607365799999,1,2.0
342531,RLCUSDT_15m_orders.xlsx,RLCUSDT,15m,bearish_divergence_below_ema21,2,2.46,0.9973,07/12/2020 18:15,1607364899999,0.9764,1607365799999,1,2.0
114984,COMPUSDT_15m_orders.xlsx,COMPUSDT,15m,bearish_divergence_below_ema21,2,2.25,141.84,07/12/2020 19:00,1607367599999,146.93,1607372099999,0,-2.25
52380,AXSUSDT_15m_orders.xlsx,AXSUSDT,15m,bearish_divergence_below_ema21,2,5.06,0.52776,07/12/2020 20:15,1607372099999,0.57128,1607378399999,0,-5.06
68154,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bearish_divergence_below_ema21,2,1.58,0.2361,07/12/2020 14:45,1607352299999,0.2292,1607417099999,1,2.0
